moisture,nitrogen,phosphorus,potassium,soil_type,crop
37.86,7,11,1,Loamy,Wheat
37.14,12,32,0,Loamy,Ground Nuts
44.12,21,23,0,Clayey,Ground Nuts
35.55,25,18,2,Loamy,Maize
46.43,21,21,0,Red,Cotton
43.71,12,11,2,Clayey,Sugarcane
55.54,6,19,0,Loamy,Pulses
44.32,17,26,4,Loamy,Sugarcane
34.15,10,28,6,Black,Oil seeds
24.23,15,33,3,Red,Barley
31.73,40,0,0,Loamy,Cotton
53.63,15,42,0,Clayey,Cotton
40.55,33,0,0,Sandy,Ground Nuts
43.13,9,23,13,Sandy,Tobacco
51.85,8,11,0,Sandy,Wheat
58.6,10,30,0,Red,Ground Nuts
42.91,12,39,0,Red,Paddy
49.42,14,27,8,Red,Millets
64.44,5,37,7,Clayey,Millets
41.19,5,25,17,Sandy,Millets
47.55,23,23,4,Sandy,Oil seeds
32.97,16,37,0,Sandy,Tobacco
36.8,15,8,0,Loamy,Millets
36.73,25,23,0,Red,Sugarcane
44.65,12,16,18,Sandy,Barley
44.81,42,2,1,Sandy,Millets
30.78,15,41,3,Black,Paddy
29.89,9,45,0,Clayey,Tobacco
26.36,11,33,5,Red,Tobacco
56.11,22,21,0,Sandy,Sugarcane
36.96,19,38,0,Sandy,Tobacco
46.4,15,39,1,Black,Barley
45.88,5,18,14,Sandy,Barley
51.36,26,23,0,Sandy,Millets
42.34,9,34,0,Sandy,Pulses
40.98,10,13,14,Loamy,Tobacco
39.53,5,12,21,Black,Paddy
34.02,33,0,0,Loamy,Sugarcane
66.71,40,0,4,Sandy,Tobacco
39.07,24,19,0,Sandy,Ground Nuts
39.68,22,25,3,Black,Millets
51.91,19,22,0,Loamy,Pulses
36.97,17,13,1,Loamy,Ground Nuts
47.5,6,8,0,Black,Wheat
48.99,20,18,0,Black,Pulses
66.01,28,24,0,Clayey,Ground Nuts
38.94,10,38,4,Clayey,Maize
65.98,36,0,4,Red,Maize
40.99,12,18,11,Sandy,Maize
51.47,15,6,0,Loamy,Wheat
47.42,36,0,0,Clayey,Sugarcane
37.51,22,17,0,Black,Cotton
53.47,6,16,15,Black,Sugarcane
29.66,32,0,0,Sandy,Millets
38.33,15,14,15,Red,Paddy
43.32,10,28,6,Loamy,Pulses
41.66,34,4,0,Black,Paddy
35.26,16,40,0,Loamy,Oil seeds
45.88,38,0,0,Clayey,Ground Nuts
52.45,8,39,4,Black,Tobacco
40.66,25,20,0,Clayey,Pulses
22.66,12,28,7,Red,Millets
20,3,26,11,Black,Wheat
39.1,25,20,0,Loamy,Paddy
31.37,3,15,0,Red,Millets
33.24,10,33,3,Loamy,Ground Nuts
47.3,21,19,0,Red,Wheat
47.58,10,29,11,Clayey,Cotton
26.35,7,19,16,Red,Barley
43.93,36,0,0,Red,Maize
29.8,15,41,0,Sandy,Pulses
52.73,10,44,0,Clayey,Wheat
37.94,10,16,18,Loamy,Tobacco
33.2,38,0,1,Red,Barley
32.16,8,29,7,Sandy,Ground Nuts
41.56,9,16,17,Sandy,Paddy
69.24,12,16,10,Clayey,Maize
56.15,14,19,10,Loamy,Millets
59.59,16,23,14,Clayey,Sugarcane
33.6,28,22,0,Black,Wheat
45.91,16,12,0,Red,Paddy
55.67,42,0,4,Red,Ground Nuts
43.35,35,4,0,Sandy,Pulses
65.93,6,34,0,Sandy,Barley
55.78,17,40,2,Black,Oil seeds
62.39,13,43,0,Sandy,Sugarcane
35.49,39,0,0,Red,Maize
64.54,15,6,1,Sandy,Sugarcane
39.62,7,37,1,Sandy,Cotton
22.9,15,39,0,Sandy,Tobacco
40.07,21,24,0,Red,Millets
24.7,17,43,1,Clayey,Cotton
33.74,12,24,13,Loamy,Millets
36.88,11,10,4,Loamy,Pulses
45,19,25,0,Black,Barley
44.89,38,1,0,Sandy,Millets
38.1,25,20,1,Clayey,Ground Nuts
68.58,36,3,2,Red,Barley
27.46,35,0,0,Loamy,Paddy
56.06,13,34,0,Clayey,Tobacco
50.66,5,29,5,Red,Wheat
27.79,7,27,2,Red,Cotton
25.02,13,36,1,Red,Sugarcane
38.19,13,36,0,Black,Paddy
23.48,17,37,2,Clayey,Oil seeds
33.97,6,25,5,Clayey,Maize
70,5,26,5,Clayey,Cotton
59.54,8,10,0,Clayey,Paddy
32.65,25,14,0,Sandy,Millets
38.62,36,0,2,Clayey,Oil seeds
47.53,13,13,12,Loamy,Sugarcane
30.81,11,20,14,Sandy,Ground Nuts
32.82,40,0,0,Clayey,Tobacco
40.67,41,3,0,Loamy,Tobacco
21.92,24,25,0,Sandy,Wheat
25.05,43,0,0,Sandy,Cotton
45.16,3,28,10,Red,Wheat
45.7,23,25,0,Loamy,Barley
43.31,24,23,0,Red,Paddy
28.05,12,15,19,Black,Ground Nuts
27.36,4,15,13,Sandy,Millets
53.83,15,12,15,Sandy,Barley
26.76,18,11,3,Sandy,Barley
20,12,12,14,Loamy,Oil seeds
51.5,5,39,1,Black,Wheat
31.12,40,0,0,Sandy,Oil seeds
43.18,46,4,0,Red,Paddy
53.92,11,37,2,Red,Sugarcane
36.96,8,11,13,Black,Oil seeds
32.91,18,13,0,Sandy,Cotton
40.23,21,20,4,Black,Wheat
28.57,21,16,3,Sandy,Barley
23.93,8,41,0,Red,Paddy
29.78,2,17,15,Red,Wheat
25,17,17,20,Sandy,Paddy
37.33,23,21,0,Loamy,Ground Nuts
54.24,7,39,1,Sandy,Barley
48.09,20,21,0,Red,Pulses
26.03,24,24,0,Loamy,Maize
23.49,10,35,0,Black,Ground Nuts
25.5,38,1,0,Clayey,Maize
47.91,42,0,0,Sandy,Paddy
38.04,11,33,0,Sandy,Ground Nuts
70,9,32,13,Black,Tobacco
34.64,9,44,4,Red,Pulses
49.23,28,19,0,Sandy,Wheat
34.05,17,38,0,Red,Millets
61.65,11,14,17,Loamy,Maize
66.65,37,0,0,Loamy,Paddy
31.48,26,20,0,Clayey,Pulses
23.13,11,37,2,Red,Barley
29.32,17,18,21,Red,Wheat
48.8,3,21,19,Loamy,Oil seeds
40.54,7,10,2,Loamy,Millets
47.46,22,16,3,Loamy,Pulses
29.78,10,41,0,Sandy,Cotton
40.9,35,2,4,Clayey,Oil seeds
70,10,13,15,Sandy,Ground Nuts
51.27,13,28,8,Sandy,Maize
39.75,10,8,3,Black,Ground Nuts
68.96,14,36,0,Black,Millets
31.99,11,10,3,Loamy,Barley
45.92,40,2,0,Red,Paddy
46.14,13,36,2,Loamy,Tobacco
32.53,19,20,1,Sandy,Wheat
70,5,34,12,Clayey,Millets
26.9,18,37,0,Sandy,Wheat
22.99,8,43,0,Loamy,Sugarcane
44.95,26,21,4,Sandy,Ground Nuts
47.82,40,3,4,Black,Barley
24.49,25,20,0,Clayey,Wheat
37.46,40,0,4,Black,Tobacco
31.07,9,38,0,Red,Sugarcane
20.6,18,12,16,Clayey,Pulses
29.02,35,4,4,Clayey,Maize
40.42,3,23,23,Clayey,Cotton
39.19,10,13,12,Black,Pulses
37.63,11,39,0,Red,Paddy
64.66,36,0,0,Red,Maize
29.68,39,0,0,Loamy,Wheat
41.55,9,35,4,Red,Wheat
41.33,9,42,0,Red,Pulses
52.93,19,26,0,Black,Oil seeds
49.46,12,7,0,Loamy,Tobacco
70,3,33,7,Red,Barley
38.08,17,22,3,Clayey,Wheat
55.18,6,11,22,Sandy,Maize
27.1,24,23,0,Sandy,Paddy
22.19,10,38,1,Sandy,Millets
27.65,9,40,4,Sandy,Ground Nuts
46.54,39,0,0,Loamy,Pulses
70,41,0,0,Loamy,Oil seeds
35.6,19,24,0,Sandy,Millets
31.25,8,11,22,Sandy,Maize
39.02,11,37,0,Red,Wheat
52.74,3,33,6,Clayey,Tobacco
28.6,31,0,2,Black,Paddy
24.6,16,41,0,Clayey,Wheat
52.38,12,10,0,Sandy,Oil seeds
67.89,10,13,0,Sandy,Maize
49.86,8,28,5,Loamy,Millets
60.18,6,25,10,Red,Ground Nuts
38.72,16,28,1,Red,Paddy
49.98,1,32,4,Black,Cotton
44.85,16,38,0,Red,Barley
29.17,7,10,4,Loamy,Maize
70,18,42,1,Red,Tobacco
52.44,10,35,8,Red,Tobacco
34.26,3,21,18,Red,Wheat
54.62,9,36,2,Clayey,Cotton
54.88,7,15,12,Clayey,Oil seeds
55.88,2,10,14,Red,Cotton
24.74,6,31,2,Clayey,Wheat
59.98,4,29,11,Black,Maize
62.3,7,15,18,Red,Millets
41.99,19,16,0,Red,Sugarcane
62.73,16,33,0,Clayey,Barley
26.78,22,20,3,Sandy,Tobacco
35.4,32,0,0,Red,Pulses
41.51,23,28,0,Sandy,Millets
44.9,35,2,2,Red,Wheat
35.74,1,18,15,Black,Ground Nuts
56.27,10,36,3,Clayey,Paddy
62.15,16,6,4,Loamy,Wheat
36.3,33,0,3,Loamy,Barley
47.25,10,12,9,Sandy,Cotton
46.34,40,2,0,Red,Millets
49.12,25,23,0,Clayey,Sugarcane
43.16,41,4,4,Loamy,Ground Nuts
48.79,35,0,0,Sandy,Maize
33.02,15,39,0,Red,Tobacco
44.74,10,11,1,Black,Cotton
44.21,20,20,4,Clayey,Barley
66.88,36,3,0,Loamy,Wheat
33.3,17,14,0,Red,Oil seeds
33.5,42,0,1,Red,Maize
56.63,4,26,14,Black,Ground Nuts
50.78,35,2,0,Clayey,Paddy
23.32,12,15,0,Sandy,Maize
28.99,10,41,0,Sandy,Tobacco
70,36,0,4,Clayey,Millets
49.44,8,35,3,Loamy,Oil seeds
54.42,10,11,0,Red,Maize
55.33,15,19,16,Clayey,Tobacco
45.35,23,19,0,Clayey,Paddy
43.15,7,18,4,Loamy,Wheat
32.8,45,0,4,Black,Oil seeds
62.57,24,19,0,Red,Tobacco
46.43,8,28,9,Red,Paddy
20,13,40,3,Clayey,Sugarcane
38.6,4,27,7,Black,Maize
36.73,11,30,6,Loamy,Maize
70,37,0,0,Clayey,Maize
68.71,30,0,4,Red,Paddy
44.01,10,20,13,Black,Maize
45.18,12,39,0,Black,Millets
63.49,14,32,3,Loamy,Tobacco
50.57,9,6,0,Clayey,Pulses
43.76,18,14,0,Loamy,Barley
59.96,38,4,4,Sandy,Maize
36.35,9,11,0,Red,Paddy
57.96,18,39,0,Loamy,Millets
25.31,45,0,0,Loamy,Millets
45.6,4,23,14,Red,Pulses
37.37,19,19,0,Red,Sugarcane
38.13,21,28,3,Black,Barley
34,27,25,1,Black,Sugarcane
37.1,9,33,4,Red,Tobacco
20,17,43,0,Loamy,Sugarcane
68.66,11,34,13,Red,Sugarcane
41.73,5,23,16,Black,Millets
60.78,12,15,11,Black,Millets
41.58,20,27,3,Loamy,Cotton
36.32,31,0,0,Sandy,Sugarcane
53.53,10,13,0,Sandy,Pulses
39.01,9,19,8,Loamy,Sugarcane
29.49,16,17,0,Red,Barley
35.69,10,31,0,Clayey,Paddy
38.77,12,9,0,Black,Sugarcane
36.72,15,15,0,Black,Ground Nuts
43.7,5,19,14,Black,Paddy
56.23,19,35,3,Sandy,Tobacco
29.96,37,0,0,Clayey,Paddy
42.63,22,29,0,Clayey,Cotton
43.17,41,0,0,Loamy,Pulses
41.81,10,4,2,Loamy,Cotton
25.72,6,18,16,Sandy,Pulses
56.18,7,33,10,Clayey,Cotton
33.21,40,0,1,Sandy,Barley
28.28,16,39,0,Loamy,Ground Nuts
35.62,12,30,11,Clayey,Paddy
70,7,31,11,Black,Wheat
44.84,39,0,0,Loamy,Maize
55.89,7,10,10,Clayey,Pulses
33.35,36,2,0,Red,Millets
45.37,21,19,0,Loamy,Ground Nuts
25.49,11,11,14,Loamy,Barley
37.32,43,0,0,Sandy,Ground Nuts
25.05,17,32,4,Black,Paddy
38.48,19,21,1,Loamy,Cotton
47.81,23,23,2,Sandy,Oil seeds
49.03,12,17,14,Clayey,Wheat
20.26,13,41,0,Black,Pulses
52.46,11,33,11,Black,Maize
31.1,37,0,0,Red,Sugarcane
57.11,8,36,0,Sandy,Sugarcane
55.3,8,10,3,Sandy,Ground Nuts
30.61,10,15,20,Red,Barley
70,7,14,0,Clayey,Millets
50.17,19,25,0,Sandy,Paddy
50.54,5,31,4,Red,Maize
36.28,6,22,9,Clayey,Sugarcane
54.2,18,21,4,Black,Millets
46.49,19,43,0,Sandy,Barley
56.32,9,37,0,Loamy,Tobacco
54.27,7,16,17,Red,Oil seeds
53.06,24,23,3,Black,Oil seeds
36.26,13,36,2,Red,Sugarcane
36.01,43,0,0,Sandy,Sugarcane
38.94,8,26,11,Black,Oil seeds
53.36,14,14,13,Clayey,Sugarcane
35.88,11,35,4,Clayey,Wheat
38.32,33,0,0,Black,Barley
58.93,13,14,4,Clayey,Cotton
23.88,17,39,0,Red,Ground Nuts
24.6,18,40,4,Loamy,Tobacco
68.56,36,0,0,Loamy,Cotton
53.2,15,37,0,Red,Tobacco
24.53,23,25,0,Black,Maize
43.69,7,12,0,Clayey,Pulses
43.36,9,14,6,Loamy,Pulses
68.93,10,27,4,Red,Tobacco
32.32,21,24,2,Black,Millets
31.82,37,0,0,Clayey,Maize
47.11,11,26,5,Red,Cotton
36.19,26,21,0,Black,Sugarcane
43.55,22,23,0,Loamy,Pulses
39.67,22,24,0,Clayey,Barley
31.86,40,1,0,Loamy,Barley
55.12,10,42,3,Loamy,Ground Nuts
43.96,7,19,19,Loamy,Wheat
35.19,16,15,12,Black,Oil seeds
53.18,8,23,22,Red,Millets
62.38,16,14,4,Loamy,Ground Nuts
33.16,7,29,12,Clayey,Wheat
50.83,14,12,0,Black,Paddy
46.29,38,0,0,Red,Barley
41.65,16,13,0,Loamy,Paddy
20,13,40,0,Sandy,Wheat
70,9,31,0,Clayey,Wheat
69.15,6,26,10,Sandy,Paddy
69.1,34,0,0,Red,Wheat
40.37,26,24,0,Sandy,Millets
56.31,16,41,3,Loamy,Cotton
36.45,45,0,3,Clayey,Tobacco
35.86,9,45,0,Red,Wheat
38.65,20,18,4,Loamy,Maize
50.64,36,0,3,Clayey,Pulses
41.46,10,32,6,Loamy,Barley
56.1,7,10,22,Loamy,Wheat
20,9,33,13,Clayey,Ground Nuts
63.73,14,34,4,Black,Ground Nuts
33.99,43,0,0,Loamy,Sugarcane
25.2,40,1,0,Loamy,Tobacco
60.56,37,0,2,Loamy,Cotton
53.32,11,15,10,Sandy,Wheat
40.69,10,11,0,Red,Barley
33.96,5,12,1,Red,Pulses
53.46,12,30,12,Red,Paddy
60.58,14,34,4,Red,Paddy
64.16,14,6,0,Loamy,Ground Nuts
33.6,22,20,0,Sandy,Oil seeds
41.61,19,21,0,Red,Sugarcane
30.81,38,0,0,Sandy,Cotton
34.53,11,9,3,Red,Sugarcane
25.58,11,34,13,Sandy,Paddy
62.18,36,0,0,Red,Pulses
41.55,8,32,6,Sandy,Ground Nuts
34.6,19,18,0,Clayey,Pulses
29.32,41,0,2,Sandy,Paddy
44.64,28,13,2,Sandy,Tobacco
60.36,35,3,0,Black,Wheat
37.48,18,42,0,Black,Oil seeds
39.12,40,4,0,Red,Paddy
39.34,20,18,4,Black,Ground Nuts
38.86,43,3,0,Black,Wheat
48.43,42,0,4,Red,Paddy
50.8,31,0,0,Loamy,Oil seeds
39.99,18,18,0,Sandy,Wheat
47.75,9,30,5,Loamy,Millets
50.49,5,31,8,Loamy,Ground Nuts
44.45,18,42,0,Red,Sugarcane
28.02,17,15,0,Red,Millets
33.13,7,22,16,Red,Tobacco
49.71,12,38,0,Red,Maize
52.99,8,27,8,Black,Sugarcane
56.5,24,21,0,Red,Ground Nuts
39.61,25,21,0,Sandy,Ground Nuts
37.12,41,2,4,Red,Maize
37.74,21,25,0,Red,Tobacco
42.7,4,21,18,Clayey,Tobacco
53.37,6,22,19,Black,Tobacco
24.77,16,38,0,Red,Paddy
42.38,10,32,0,Sandy,Oil seeds
27.06,11,41,0,Red,Ground Nuts
36.05,12,36,0,Sandy,Wheat
50.4,13,43,3,Loamy,Wheat
34.73,33,0,0,Red,Cotton
37.48,11,14,1,Black,Paddy
55.42,36,4,2,Red,Cotton
57.58,26,21,4,Red,Cotton
25.08,22,19,0,Loamy,Millets
59.44,31,0,0,Sandy,Tobacco
38.28,36,0,4,Sandy,Oil seeds
38.76,12,37,0,Black,Pulses
47.54,6,18,4,Loamy,Ground Nuts
63.5,9,30,11,Sandy,Ground Nuts
20,14,11,9,Black,Maize
45.4,42,1,0,Sandy,Tobacco
52.81,24,20,1,Black,Wheat
32.37,10,12,13,Loamy,Wheat
61.24,10,36,0,Loamy,Ground Nuts
25.31,12,7,17,Black,Tobacco
50.02,8,5,0,Red,Oil seeds
38.74,13,38,0,Sandy,Tobacco
28.67,39,3,3,Sandy,Maize
28.62,27,21,0,Loamy,Tobacco
34.2,34,0,0,Black,Sugarcane
29.22,45,2,0,Loamy,Sugarcane
47.05,35,1,0,Sandy,Maize
27.14,12,7,14,Loamy,Tobacco
32.14,5,21,17,Clayey,Wheat
38.26,8,16,0,Loamy,Millets
47.92,9,19,19,Black,Sugarcane
52.48,20,29,4,Red,Wheat
40.8,19,34,0,Sandy,Maize
20.29,37,4,0,Clayey,Paddy
51.44,40,3,0,Clayey,Maize
42.51,42,1,4,Black,Wheat
38.88,23,18,0,Black,Wheat
38.91,37,0,0,Black,Sugarcane
35.02,24,20,0,Clayey,Wheat
40.91,8,16,14,Clayey,Ground Nuts
20.19,15,15,11,Red,Paddy
26.48,23,25,4,Black,Sugarcane
36.4,43,2,2,Black,Wheat
59.85,7,11,0,Sandy,Ground Nuts
57.68,13,33,1,Red,Wheat
34.5,17,42,3,Red,Ground Nuts
52.19,11,39,0,Sandy,Paddy
34.61,10,35,4,Black,Tobacco
41.86,20,17,0,Black,Tobacco
60.26,6,29,8,Red,Cotton
42.97,33,1,0,Black,Paddy
61.26,10,33,0,Clayey,Oil seeds
42.54,10,16,15,Black,Wheat
62.79,2,34,5,Red,Ground Nuts
39.51,43,0,0,Clayey,Paddy
56.5,3,32,7,Red,Maize
52.72,37,2,0,Black,Ground Nuts
52.05,6,25,14,Black,Ground Nuts
35.67,36,0,0,Loamy,Wheat
25.34,39,0,4,Black,Cotton
67.06,12,29,7,Clayey,Maize
41.81,35,1,0,Sandy,Tobacco
35.44,14,32,2,Sandy,Sugarcane
45.01,11,39,3,Clayey,Ground Nuts
38.36,14,37,0,Red,Oil seeds
39.02,38,0,0,Clayey,Barley
64.26,7,32,6,Black,Cotton
48.06,16,11,11,Loamy,Maize
26.84,43,2,0,Loamy,Tobacco
43.07,34,2,0,Red,Ground Nuts
68.59,2,27,5,Loamy,Pulses
33.09,33,3,0,Clayey,Oil seeds
65.01,42,0,0,Red,Sugarcane
62.37,6,19,15,Black,Maize
30.57,8,30,7,Black,Barley
57.66,5,9,12,Loamy,Sugarcane
20,13,37,2,Loamy,Sugarcane
20,12,15,16,Loamy,Paddy
43.96,11,41,3,Clayey,Oil seeds
28.39,41,3,0,Black,Cotton
52.49,24,18,0,Clayey,Maize
52.14,6,14,22,Clayey,Pulses
40.83,20,31,1,Sandy,Maize
36.94,12,5,0,Sandy,Tobacco
28.84,8,42,4,Sandy,Pulses
43.94,18,24,3,Loamy,Wheat
28.29,8,12,0,Loamy,Oil seeds
42.43,34,4,0,Sandy,Sugarcane
59.96,14,40,0,Sandy,Sugarcane
70,33,0,3,Black,Ground Nuts
46.22,11,12,0,Red,Oil seeds
58.57,10,28,7,Sandy,Cotton
63.93,30,0,0,Sandy,Oil seeds
36.47,14,35,0,Sandy,Wheat
44.34,18,22,0,Loamy,Wheat
26.3,14,34,4,Loamy,Sugarcane
57.84,6,14,1,Clayey,Millets
51.66,10,33,0,Loamy,Tobacco
31.11,15,38,3,Red,Sugarcane
65.15,5,32,9,Black,Pulses
44.12,3,14,20,Sandy,Pulses
61.62,9,6,0,Black,Maize
46.49,13,24,5,Loamy,Paddy
62.34,4,28,9,Loamy,Millets
34.29,34,0,1,Sandy,Millets
65.48,11,41,0,Clayey,Oil seeds
29.51,9,28,4,Sandy,Cotton
33.21,6,14,0,Loamy,Paddy
46.07,16,6,0,Loamy,Sugarcane
29.06,8,31,5,Red,Maize
62.55,38,4,0,Sandy,Sugarcane
39.44,12,14,8,Loamy,Ground Nuts
54.89,40,0,0,Clayey,Wheat
28.29,31,2,0,Loamy,Sugarcane
26.29,34,3,0,Red,Cotton
55.66,26,19,0,Black,Oil seeds
43.35,41,1,4,Sandy,Sugarcane
31.38,38,2,0,Clayey,Oil seeds
56.23,41,2,0,Red,Maize
66.3,31,0,0,Loamy,Millets
50.65,7,17,0,Sandy,Barley
54.06,13,13,13,Clayey,Barley
29.48,14,41,0,Loamy,Wheat
27,33,0,3,Sandy,Ground Nuts
42.28,11,9,6,Clayey,Paddy
68.42,9,12,2,Loamy,Cotton
26,10,29,6,Black,Ground Nuts
44.29,7,33,0,Clayey,Wheat
38.83,20,15,4,Loamy,Paddy
21.88,11,28,10,Sandy,Barley
55.05,34,0,0,Black,Ground Nuts
53.31,42,4,0,Sandy,Wheat
32.94,10,10,6,Red,Maize
60.39,5,13,0,Sandy,Ground Nuts
54.45,31,1,4,Sandy,Sugarcane
53.97,10,11,13,Loamy,Maize
32.63,36,0,0,Red,Paddy
45.1,26,14,0,Loamy,Ground Nuts
52.39,26,16,0,Sandy,Paddy
37.21,8,36,0,Black,Paddy
32.09,19,16,1,Red,Cotton
54.35,5,10,0,Red,Ground Nuts
44.75,1,32,6,Clayey,Tobacco
57.62,9,8,18,Black,Millets
40.72,21,21,0,Clayey,Cotton
65.2,11,37,4,Sandy,Millets
21.35,11,31,6,Red,Sugarcane
53.85,21,19,0,Sandy,Sugarcane
59.45,13,36,0,Black,Barley
60.88,12,41,0,Black,Paddy
54.47,9,27,9,Clayey,Pulses
55.98,9,26,12,Sandy,Barley
47.13,17,44,3,Red,Pulses
39.6,17,37,2,Loamy,Ground Nuts
54.3,39,1,0,Red,Millets
30.21,11,31,13,Sandy,Barley
37.05,36,2,0,Loamy,Sugarcane
44.27,5,18,0,Red,Tobacco
22.92,42,2,0,Clayey,Cotton
55.05,7,13,14,Red,Oil seeds
42.06,8,15,17,Clayey,Wheat
56.77,12,26,8,Loamy,Ground Nuts
29.79,13,38,0,Loamy,Sugarcane
35.97,33,0,2,Sandy,Paddy
36.24,22,22,0,Loamy,Sugarcane
44.92,7,39,4,Clayey,Wheat
27.81,13,6,1,Loamy,Ground Nuts
37.04,37,0,1,Black,Barley
33.21,40,1,3,Clayey,Millets
49.17,25,27,3,Loamy,Paddy
42.75,20,24,4,Loamy,Ground Nuts
66.46,30,1,2,Loamy,Cotton
59.24,39,0,0,Clayey,Wheat
37.51,12,19,12,Black,Maize
35.54,3,17,0,Loamy,Pulses
40.76,18,16,19,Red,Pulses
43.62,16,42,3,Clayey,Sugarcane
33.53,39,0,0,Red,Millets
49.11,18,18,0,Sandy,Ground Nuts
65.71,13,33,10,Clayey,Ground Nuts
61.14,35,0,0,Red,Ground Nuts
60.56,15,13,0,Sandy,Sugarcane
37.71,12,39,0,Loamy,Oil seeds
49.17,20,15,0,Black,Cotton
30.22,6,33,0,Sandy,Oil seeds
44.43,37,0,2,Red,Oil seeds
52.98,7,22,18,Sandy,Pulses
42.27,11,10,0,Sandy,Ground Nuts
31.24,9,27,10,Red,Wheat
41.6,4,23,12,Red,Oil seeds
55.71,8,33,3,Black,Paddy
49.34,26,18,1,Clayey,Tobacco
35.1,11,38,0,Clayey,Pulses
33.84,38,3,2,Loamy,Oil seeds
33.9,8,36,0,Black,Paddy
59.36,39,0,0,Loamy,Ground Nuts
48.18,9,30,5,Loamy,Paddy
27.49,39,0,0,Red,Pulses
46.13,3,36,3,Clayey,Oil seeds
66.24,25,20,2,Red,Ground Nuts
69.78,5,31,7,Loamy,Millets
49.19,20,22,3,Sandy,Cotton
68.27,8,33,12,Loamy,Paddy
39.13,38,0,1,Clayey,Tobacco
59.18,34,2,0,Sandy,Barley
40.68,8,28,3,Loamy,Pulses
50.79,11,7,0,Red,Millets
37.88,36,2,0,Red,Millets
49.78,41,0,3,Loamy,Barley
31.71,35,0,0,Clayey,Millets
62.39,7,34,11,Sandy,Cotton
45.13,9,10,0,Clayey,Sugarcane
30.84,18,23,0,Sandy,Paddy
38.81,12,36,0,Clayey,Pulses
32.95,33,3,2,Red,Maize
60.56,12,42,2,Clayey,Pulses
20,13,25,9,Black,Paddy
41.43,36,1,0,Sandy,Maize
43.67,20,23,0,Loamy,Oil seeds
32.13,23,19,2,Sandy,Sugarcane
47.1,38,2,0,Red,Wheat
31.16,19,15,12,Clayey,Ground Nuts
49.56,34,2,0,Black,Oil seeds
41.63,6,22,21,Loamy,Tobacco
35.57,16,39,0,Sandy,Cotton
43.97,14,17,13,Red,Barley
51.17,9,31,12,Sandy,Millets
58.97,9,31,3,Clayey,Tobacco
39.01,8,14,21,Black,Paddy
37.69,36,0,0,Loamy,Millets
59.2,39,0,3,Loamy,Maize
32.44,25,21,3,Clayey,Barley
42.08,22,28,4,Red,Ground Nuts
44.67,10,11,8,Black,Millets
62.65,12,6,0,Sandy,Pulses
40.87,39,3,1,Black,Tobacco
48.24,41,0,0,Sandy,Barley
35.75,16,18,2,Red,Tobacco
59.72,16,43,0,Loamy,Maize
29.66,19,37,0,Clayey,Paddy
30.46,25,19,4,Loamy,Pulses
37.56,13,39,3,Clayey,Barley
42.53,37,3,4,Black,Pulses
58.12,37,0,0,Black,Cotton
35.49,22,23,0,Loamy,Cotton
31.5,38,0,3,Black,Millets
50.11,18,44,0,Sandy,Oil seeds
39.21,3,13,1,Clayey,Tobacco
48.26,8,18,17,Loamy,Sugarcane
37.19,39,0,0,Clayey,Paddy
33.13,17,10,0,Sandy,Ground Nuts
54.77,4,19,19,Sandy,Paddy
58.58,17,41,0,Loamy,Barley
45.18,35,0,0,Red,Pulses
36.67,11,38,0,Loamy,Cotton
41.72,37,1,0,Sandy,Barley
59.87,10,11,11,Clayey,Maize
29.64,32,0,0,Sandy,Millets
44.32,19,22,3,Sandy,Ground Nuts
40.86,7,19,16,Red,Pulses
45.65,22,16,4,Sandy,Wheat
50.13,38,1,3,Sandy,Oil seeds
42.1,37,3,3,Black,Tobacco
50.07,35,0,4,Sandy,Paddy
34.42,10,41,0,Black,Barley
30.36,12,17,8,Red,Millets
70,19,18,3,Red,Barley
30.34,12,17,4,Loamy,Ground Nuts
28.12,11,16,12,Black,Oil seeds
39.13,25,24,0,Red,Wheat
45.1,10,12,2,Loamy,Tobacco
36.15,10,29,4,Clayey,Maize
70,41,2,0,Sandy,Tobacco
46.25,33,0,0,Red,Wheat
51.82,21,16,4,Loamy,Oil seeds
60.72,8,19,2,Loamy,Pulses
40.71,10,37,1,Red,Maize
50.74,10,18,13,Clayey,Paddy
33.17,16,23,0,Loamy,Ground Nuts
37.99,8,16,0,Loamy,Pulses
35.33,8,16,18,Clayey,Tobacco
33.52,12,35,0,Loamy,Wheat
32.95,6,26,11,Red,Tobacco
37.36,38,1,0,Red,Ground Nuts
43.54,6,23,11,Sandy,Maize
52.97,8,26,14,Loamy,Cotton
45.77,7,18,13,Red,Millets
68.4,22,20,0,Red,Paddy
41.73,16,19,0,Clayey,Oil seeds
38.02,8,11,15,Clayey,Ground Nuts
42.17,12,33,3,Clayey,Millets
52.46,14,11,0,Sandy,Sugarcane
37.37,37,2,1,Black,Paddy
31.75,37,0,4,Red,Pulses
63.95,14,19,0,Red,Maize
31.43,19,25,1,Clayey,Tobacco
32.86,39,0,4,Loamy,Pulses
32.02,9,8,4,Loamy,Barley
67.13,12,31,9,Red,Cotton
48.79,9,29,10,Red,Oil seeds
27.54,26,17,0,Sandy,Tobacco
60.56,14,34,2,Clayey,Sugarcane
44.95,3,21,15,Clayey,Oil seeds
58.22,17,42,4,Loamy,Wheat
29.74,11,28,9,Red,Pulses
47.43,16,20,0,Sandy,Millets
46.71,10,24,14,Clayey,Oil seeds
